index,name,Tc
2003,La1.78Sr0.22Cu0.97Zn0.03O4,3.3
2004,Cd0.6Mg0.4,0.016
2005,Nb1Se0.25Te0.75,4.4
2006,Sr0.4Ca13.6Cu24O41.84,10.0
2007,La0.5Th0.5Ni2B2C1,3.9
2008,Fe0.33Ni0.67Zr2,2.13
2009,Mo6Te5I3,2.4
2010,Ir0.56Re0.14Rh0.3,0.25
2011,Mo0.75Re0.25,10.0
2012,Sc4Ir6Sn19,1.25
2013,Ce1Co0.9Ru0.1In5,2.25
2014,Mo0.006U0.944,1.2
2015,Cd0.04Cu0.96S2,1.3
2016,La2Ir3Si5,1.99
2017,Ta0.75V0.25,2.65
2018,Pr1Fe0.95Co0.05As1O1,6.14
2019,Bi1Nb3,2.516666667
2020,Ba1.9K0.1Pb0.85Bi0.15O4,12.5
2021,Lu5Ir3.4Rh0.6Si10,5.7
2022,Hf0.2Zr0.8V2,8.85
2023,Ba1Rh2,6.0
2024,Ho0.0105La0.9895,5.2
2025,Ru0.58W0.42,5.2
2026,Np1Pd5Al2,4.95
2027,Nb0.9Ta0.1,8.4
2028,Cr0.6Ir0.4,0.4
2029,Y0.6Tb0.4Ni2B2C1,2.346666667
2030,Al0.0563Au0.92In0.0237,0.0609
2031,Mo0.5Pd0.5,3.52
2032,C0.5W0.5,10.0
2033,Sr1Pt1.8Pd1.2P1,4.82
2034,U1Rh1Ge1,0.244
2035,Hf1Tc2,5.6
2036,Na0.33Ta1S2,4.7
2037,Yb3Co4.3Sn12.7,3.4
2038,Nb0.9Mg0.1B2,4.5
2039,Pb1,6.4701
2040,Ba1Fe1.924Co0.076As2,9.505
2041,C1Mo0.83Ti0.17,10.2
2042,Fe1.13Se0.1Te0.85,5.25
2043,Ta0.8W0.2,1.04
2044,Ba0.35K0.65Bi1O3,1.88
2045,Hg0.15Pb0.85,6.75
2046,Th0.9995U0.05,1.014
2047,Rb2Cr3As3,4.8
2048,Au0.95Sn0.05,0.047
2049,In0.075Sn0.925,3.766
2050,La98Lu1.7Tb0.3,3.959
2051,Sr1Ga0.75Si1.25,3.67
2052,Pr1Os0.6Ru3.4Sb12,0.955
2053,Mo6.35Pb0.9S8Sn0.12,11.0
2054,Ce1Bi3.7Pb0.3Te6,2.9
2055,Pb0.95Sb0.05,7.83
2056,As2Cd1Ge1,3.02
2057,Ta5Ge1B2,3.8
2058,Ba1Pd0.3Si1.7,2.9
2059,Hf5Re24,4.3
2060,Fe1.03Te0.5Se0.5,12.9
2061,Ir0.71Ru0.29,0.18
2062,Cu1Mo4S5,11.0
2063,Sm0.7Pr0.3Ba2Cu3O6.75,6.6
2064,La0.99Y0.01,5.5
2065,Zr0.87Ge0.13,2.94
2066,Th1Ir0.8Os1.2,3.22
2067,Ni2Zr0.5Nb0.5Ga1,2.0
2068,La1Pt1.5Au0.6B2.4C1.2,11.0
2069,Nd1Pt4Ge12,0.7
2070,Pd0.18Ti0.82,4.73
2071,Pd1Sb2,1.25
2072,Mo0.913Ti0.087,2.95
2073,Nb5Si2.8B0.2,5.9
2074,Ba8Si31Ge15,3.91
2075,C1Hf0.25Mo0.75,6.6
2076,K0.85Bi1.15O3,7.4
2077,Au0.2B5Mo1.8,4.5
2078,Th0.95Zr0.05,0.69
2079,Nb0.06Tc0.94,12.8
2080,La1Ir1P1,5.3
2081,Pd50.745Mo0.255Sb49,1.67
2082,Os0.01Zr0.99,1.52
2083,Bi0.5Pb0.25Sn0.26,8.5
2084,Cu0.75Cr0.25Sr2Y1.3Ce0.7Cu2O8.87,8.0
2085,La0.93Pr0.07Tl3,0.8
2086,Sm1Fe0.92Ni0.08As1O1,6.0
2087,S8V6,0.76
2088,Hf0.875Re0.125,1.7
2089,La1.85Sr0.15Cu0.979Co0.021O4,3.0
2090,Nb80Ga17Fe3,11.6
2091,Y1Rh1.1Sn3.1,1.3
2092,Pb0.2Yb0.8Mo6Se8,6.7
2093,Ge1Nb2,1.9
2094,Pr0.6Nd0.4Os4Sb12,0.89
2095,La0.95Y0.05F0.5Bi1S2O0.5,2.5
2096,V2.928Re0.072Ga1,10.8
2097,Bi1.08Ta1S3.08,0.76
2098,V0.81Cr0.09Al0.1,1.46
2099,Ta0.685Ti0.315,8.28
2100,Lu1Ni1B1.1C0.9,2.4
2101,Zr2Co0.7Cu0.3,4.39
2102,Ir0.55Os0.15Rh0.3,0.095
2103,Bi4S2.91Se0.09O4,3.7
2104,Mo0.6Re0.395,10.6
2105,Ba1Ga1Si1,4.05
2106,Zr0.984Lu0.016B12,5.65
2107,Cd1.3Mo6Se7.5,2.5
2108,Sn0.02V0.98,2.87
2109,C1Mo2,6.021666667
2110,Li0.4Mo1S2,3.7
2111,Ce1Ir0.3Co0.7In5,2.0
2112,Hf0.14Re0.86,5.83
2113,Si3W5,2.7
2114,Ir0.99Pt0.01Te2,2.05
2115,C1Mo0.5Ta0.5,7.7
2116,Ba1Sn3,4.3
2117,Sr2Cu1C0.95B0.05O5,12.5
2118,La1Fe0.95Co0.05As1O1,12.01
2119,Bi2Sr1.4La0.6Cu1O6.42,5.0
2120,Pt0.73W0.27,0.213
2121,Pb0.352Sn0.528In0.12Te1,3.6
2122,Pb0.987Tl0.0125Na0.005Te1,1.87
2123,Lu0.9Tm0.1Ru1B2,8.72
2124,Nb2Pd1S3.75Se1.25,2.23
2125,La1Rh1P1,2.5
2126,Mo0.6W0.4C1,11.3
2127,In0.87Te1,1.55
2128,Lu0.6Er0.4Ru1B2,6.295
2129,Be22Mo1,2.5275
2130,Nb0.62Pt0.38,2.31
2131,Fe0.1Zr0.9,1.0
2132,Rh0.91Ti0.4V0.05,2.9
2133,Nd1Bi1S2F0.4O0.6,5.25
2134,Nb82Si18,4.4
2135,Ba1Fe1.935Ni0.065As2,11.3
2136,Sr0.7Ca0.3Ti1O3,0.525
2137,Cu0.05Zr1Te3,3.8
2138,Ba1Pt3Au1Ge12,7.0
2139,Ho0.9Lu0.1Ni2B2C1,8.77
2140,Ir3Lu7,0.78
2141,Sn0.8549Pb0.0951In0.05Te1,2.06
2142,Rb0.19W1O3.001,5.02
2143,Au1Pd1In1Y1,2.3
2144,C0.78N0.22Th1,5.6
2145,Ge0.937Te1,0.311
2146,Ba1Ni2Ge0.6P1.4,2.45
2147,Sc0.07V0.93,6.09
2148,Ba1Ag0.3Si1.7,3.2
2149,Pd0.95Ni0.05H0.86,1.49
2150,Ba0.825K0.175Fe2As2,10.0
2151,Nb78Ga18Mn4,5.97
2152,Yb3Rh4Sn13,7.833333333
2153,Pr0.8Nd0.2Os4Sb12,1.52
2154,Al0.05Au0.92In0.03,0.0672
2155,La2.9706Gd0.0294In1,6.0
2156,O0.95Ti1,0.8
2157,Ir1Nb1,7.9
2158,Li2Pt3B0.95Al0.05,2.12
2159,V3Ga0.7Sn0.3,7.2
2160,La0.1Nd0.9Pt2.1B2.4C1.2,3.45
2161,Ba0.9K0.1Bi0.4Pb0.6O3,11.3
2162,Ni31Zr69,2.44
2163,Th1Ir0.4Ru1.6,2.87
2164,Co0.6Rh0.4Zr2,8.0
2165,Au0.388Ga0.612,1.355
2166,Ba8Si40Ge6,6.0
2167,C3Na1,2.3
2168,In0.955Pb0.045,3.69
2169,Ce0.8Tb0.2Ru2,2.56
2170,Mo0.95Hf0.05C0.73,12.0
2171,Ir0.2Ru0.05Zr0.75,6.8
2172,Ir0.97Ta0.03,0.127
2173,Y2Pd0.8Pt0.2Ge3,2.62
2174,Pr0.9Nd0.1Os4Sb12,1.73
2175,Li2.6Ti1.9O4,11.2
2176,La1Pt0.4Ni0.6Si1,1.945
2177,Sr1,3.5375
2178,Hg0.9In0.1,3.73
2179,Mo30Re70,7.62
2180,Gd1Ni0.72Bi1.91,4.2
2181,N0.8V1,4.54
2182,Nb0.88V0.12,5.7
2183,Cd0.86Mg0.14,0.145
2184,Nb0.68Zr0.32,10.05
2185,Bi1.5La4Sb1.5,0.158
2186,Cr0.72Ru0.28,3.468
2187,Ti1Ru1P1,1.315
2188,Sn0.97As0.022Te0.978,0.0332
2189,Ir1Th1,0.37
2190,Ti0.54V0.36Al0.1,3.44
2191,K0.8Fe1.988Co0.012Se2,11.0
2192,La1Ni1C2,2.89
2193,Os0.97Rh0.03,0.09
2194,Li0.13Zr1N1Cl1,12.2
2195,Nb0.44Ti0.56,8.99
2196,V0.75Ge0.15Al0.1,11.7
2197,In0.012Sn0.988,3.69
2198,Tm1Ni1.96Fe0.04B2C1,7.97
2199,Mo0.61Ru0.39,7.18
2200,Y1Ni1.9Fe0.1B2C1,8.2
2201,La1Fe0.98Co0.02As1F0.11O0.89,10.3
2202,Ce1Co0.8Ru0.2In5,2.18
2203,La1Fe0.95Rh0.05As1O1,12.0
2204,Ir0.54Os0.1Rh0.36,0.038
2205,La1Tl3,1.566666667
2206,U0.9981Th0.019Be13,0.573
2207,Ho0.85Lu0.15Ni2B2C1,8.72
2208,Co1Ti1,0.71
2209,Nb55Mo25Si20,5.3
2210,H0.827Pd1,1.449
2211,Tl0.26V6S8,0.74
2212,Ir0.455Nb0.455O0.09,9.2
2213,Y0.8Sc0.2Ru1B2,8.1
2214,Zr55Co30Al15,2.4
2215,Cs0.25W1O3,4.0
2216,Ta0.1V0.9,4.47
2217,Sc4.5Dy0.5Ir4Si10,6.95
2218,Rh0.005Ti0.995,1.295
2219,Ir0.6Os0.1Rh0.3,0.55
2220,Sn0.7598Pb0.1902In0.05Te1,2.77
2221,Mg0.8Zn0.2C1Ni3,2.82
2222,H0.61Nb0.76Pd0.24,3.38
2223,Li2.6Ti1.7O4,11.4
2224,Gd0.9Pr0.95Ce0.15Cu1O4,0.001
2225,Ce0.85La0.15Co1In5,0.78
2226,Ce0.65Pr0.35Ru2,1.25
2227,Lu1.86Y0.14Fe3Si5,3.51
2228,Au1.8Pd0.2In1Y1,2.27
2229,Sn0.97As0.007Te0.993,0.038
2230,Nb0.984Ta0.016,8.76
2231,Ir0.9Ta0.1,0.067
2232,O0.14Rh0.287Ti0.573,3.37
2233,Sr1Pd1.93Pt0.07Ge2,3.24
2234,La0.9989Ce0.0011Pt1Si1,1.5
2235,Os2.76Re97.24,1.844
2236,Ta0.25V0.75,2.8
2237,Na1.38Zr1N1Cl1,11.0
2238,Y1Ni1.86Co0.14B2C1,8.13
2239,Ir0.1Ti0.9,4.3
2240,Lu1.9Dy0.1Fe3Si5,3.77
2241,V0.75Ge0.13Al0.12,11.3
2242,Pd2Y0.7Yb0.3Sn1,4.03
2243,Cu0.6Zn0.4Ir2S4,2.605
2244,Lu2Ir2.4Rh0.6Si5,2.5
2245,Au0.2Sn0.8,2.38
2246,Pr1.9Ce0.1Cu1O3.98,9.0
2247,Th1Rh0.85Si1.15,5.48
2248,Ca1Tl0.75Pb2.25,3.68
2249,Sr0.67Pt3B2,2.78
2250,U0.99Gd0.01Pd2Al3,1.16
2251,La1Fe0.925Co0.075As1O1,12.66
2252,H0.05Nb0.95,7.83
2253,Re0.83Ru0.17,2.23
2254,La2.7Pr0.3Se4,3.36
2255,Nb5Si3,0.345
2256,Li0.98Fe1.02As1,4.61
2257,Ba0.95K0.05Ti2Sb2O1,4.25
2258,Ti0.91V0.09,6.3
2259,Fe1.049Se0.2Te0.8,11.0
2260,Mo0.7Nb0.3,0.016
2261,Ce1Co0.925Ni0.075In5,1.69
2262,Dy0.4Tm0.6Ni2B2C1,9.0
2263,Ir0.25W0.75,3.82
2264,Lu0.5Ho0.5Rh4B4,8.43
2265,Cu3Mo6S8,5.5
2266,Os0.232Re0.768,1.67
2267,U1Ni2Al3,1.021
2268,Ir0.036Ru0.964,0.41
2269,Li0.6Zr1N1Cl1,11.7
2270,Pu1Rh1Ga5,7.283333333
2271,Pb0.5Yb0.5Mo6Se8,8.7
2272,Mo5P0.9B2.1,8.9
2273,Pb0.8Yb0.2Mo6Se8,12.2
2274,Nb50.2Zr39.4Mo10.4,8.8
2275,Lu1.2Mo6S8,1.95
2276,Be0.8Os0.2,8.6
2277,Sm0.85Gd1Ce0.15Cu1O3.97,11.3
2278,Mo0.1633Ti0.8367,4.0
2279,Er1Ni1.96Fe0.04B2C0.99,7.35
2280,Y0.7Gd0.3Rh4B4,3.54
2281,Al0.03Au0.92In0.05,0.045
2282,Ho1Ir3.6Rh0.4B4,1.9
2283,Co0.007V0.993,4.52
2284,Li3Mo15Se19,3.5
2285,Mo6Se7.7S0.3,5.83
2286,Hg0.016In0.984,3.342
2287,Hf0.78W0.22,2.77
2288,Lu1Re2,1.7
2289,Pt3U1,0.523363636
2290,Sr1Fe1.732Co0.268As2,11.0
2291,Nd1Bi1S2F0.3O0.74,3.51
2292,Ta1Se1.4Te0.6,2.05
2293,Au0.075Sb0.85Te0.075,4.5
2294,La1,5.343
2295,Be2Rh1,1.37
2296,Ba0.4K0.6Bi1O3,7.2
2297,Mo0.62Re0.38,11.5
2298,Rh0.027Zr0.973,3.6
2299,Th0.998U0.002,0.761
2300,Ce1Ni1Ge3,0.455
2301,Co0.03V0.97,1.48
2302,Ta1Se1.7Te0.3,0.785
2303,Ni0.02V0.98,3.29
2304,U1Co1Ge0.96Si0.04,0.541
2305,Lu5Ir4Si9Ge1,6.38
2306,Mo0.3Nb0.1Re0.6,10.1
2307,Ca1Al1.4Si0.6,4.6
2308,Sn0.95In0.05Te1,1.273333333
2309,Zr0.8Mo0.2,4.64
2310,Ce0.91La0.09Ru2,5.91
2311,Nb25V10Ti65,8.0
2312,Sn0.8Ag0.2Te1,1.863333333
2313,Ga1Nb2.4V0.6,12.5
2314,Rh0.91Ti0.4W0.05,3.4
2315,Ca10Pt3.981Fe9.019As18,7.49
2316,Cr0.56Re0.44,5.1
2317,Fe1Se0.8Br0.2,5.0
2318,Lu2Ir3Si4.25Ge0.75,4.6
2319,Ba0.85Na0.15Ti2Sb2O1,5.11
2320,Cu1.75Co1.25S4,2.2
2321,Ag0.15Bi0.85,5.3
2322,Co0.5Mn0.5U6,2.55
2323,Yb1.2Mo6S8,8.6
2324,Ru2Zr1,2.053333333
2325,K0.75La0.25Bi1O3,12.2
2326,Rh0.8Y0.2,1.18
2327,H0.47Nb0.72Pd0.18W0.1,3.48
2328,Nb0.08Ta0.92,4.54
2329,Al1Nb2Ni1,4.2
2330,Lu2Ir2.91Rh0.09Si5,3.8
2331,Os0.15W0.85,2.2
2332,D0.966Pd1,8.25
2333,Pd29Zr71,2.49
2334,Lu4.5Ho0.5Ir4Si10,1.89
2335,Os0.34W0.66,3.81
2336,Ir0.75Os0.05Rh0.2,0.055
2337,Pb1S1Pb1Se1,4.59
2338,Mo6Se7.3S0.7,5.03
2339,Ir0.99Ta0.01,0.116
2340,Ce0.965La0.035Co1In5,1.84
2341,Pr1.8Ce0.2Cu1O4,3.0
2342,Pr1Th3.4Ru0.6B4,2.3
2343,Fe1.02Te0.5Se0.2S0.3,10.16
2344,Zn1,0.8508
2345,Ba8Si28Ge18,3.12
2346,Bi0.6Tl0.4,6.0
2347,Sr0.2Ta1S2,2.8
2348,Ni45Zr55,2.0
2349,Re0.8V0.2,6.2
2350,Y2Br1.5Cl0.5C2,4.4
2351,Au1Tl1,1.92
2352,Y2Pd0.6Pt0.4Ge3,2.46
2353,N0.34Re1,4.5
2354,Ti0.564V0.376Fe0.06,5.32
2355,Pb0.96Tl0.04,7.06
2356,Sn0.798Ge0.042In0.16Te1,2.36
2357,Ta1Ge2,2.3
2358,Cd2Re2O7.1,1.0
2359,Sr1Fe1.8Ni0.2As2,7.4
2360,La1Pd1Si3,2.625
2361,Lu1Rh1.2Sn4,4.0
2362,Sn0.97As0.015Te0.985,0.051
2363,Fe1Se0.94,8.545
2364,Y1Sr2Cu2.7Ti0.3O7.144,12.0
2365,V0.736Sb0.037Al0.227,6.4
2366,La0.988Tb0.012Al2,0.94
2367,K0.85La0.15Bi1O3,10.25
2368,Bi1Pt1,1.21
2369,Nb1Si1As1,8.2
2370,Sn0.96In0.04Te1,1.22
2371,U0.9535Th0.0465Be13,0.415
2372,Y0.9La0.1B6,6.8
2373,La1Ir2Si2,1.198333333
2374,Nb0.05Rh0.04Ti0.91,2.4
2375,V50Ti40Zr10,5.5
2376,Re3W1,8.733333333
2377,La0.2Sm0.8Bi1S2F0.5O0.5,5.43
2378,Ti0.96V0.04,2.7
2379,La1Ru1.5Sn4.5,3.9
2380,B2Nb0.84,9.1
2381,As0.1P0.9,9.9
2382,H0.37Mo0.1Nb0.72Pd0.18,4.44
2383,Tl2Mo6Se6,4.575
2384,Pb0.18Sn0.74In0.08Te1,2.85
2385,Pd0.985Ni0.015H0.84,2.52
2386,Bi1Pd1Se1,1.0
2387,Rh0.015Ti0.985,1.6
2388,O0.86Ti1,0.47
2389,Ir2.5Sc1,2.46
2390,As2Te3,4.4
2391,Rh0.5Pd0.5Pb2,1.7
2392,Ce0.16La0.84,8.7
2393,Cu1Se2,2.22375
2394,Os3Th7,1.51
2395,Be1,3.1065
2396,Ir0.8Ru0.05Rh0.15,0.064
2397,Ce1Co0.95Ni0.05In5,1.86
2398,Ge3U5,0.99
2399,Sn0.174Ta0.826,6.5
2400,Pr1Fe1P1F0.1O0.9,2.34
2401,Sn0.576Pb0.384In0.04Te1,0.4
2402,Cr0.835Ir0.165,0.77
2403,Nb79.7Sn6.1Al2Ge12.2,7.15
2404,Ti0.18V0.72Al0.1,2.05
2405,Mg1C1Ni2.9Ru0.1,4.72
2406,Sr3Ir4Sn13,5.016666667
2407,La1Ru2Zn20,0.2
2408,U1Pt2.997Pd0.003,0.4785
2409,C6Ca1,11.303
2410,La1Tl2.19Pb0.81,1.37
2411,Pb0.99Tl0.005Na0.005Te1,1.61
2412,Ba1Fe1.866Pd0.134As2,7.16
2413,Cr0.476Mo0.524,0.045
2414,Cu0.1Sn0.9,6.8
2415,Be22Re0.95W0.05,9.45
2416,Ga2Ge2U1,0.87
2417,Au0.14Te0.86,1.7
2418,Sn1Fe0.05Mo6S8,7.05
2419,Sn3Yb1,3.6
2420,Y0.77Gd0.23Ni2B2C1,4.2
2421,Lu2Ir3Si4.95Ge0.05,6.75
2422,Sn0.92In0.08Te1,1.355
2423,Au0.976Pd0.024Ga2,1.56
2424,Nb0.35Zr0.65,9.45
2425,Li1.035Ti1.965O4,11.75
2426,Bi0.06Pb0.95,7.35
2427,Lu0.8Er0.2Ru1B2,7.85
2428,Au0.91In0.09,0.0423
2429,La0.8Pr0.2Pb3,1.34
2430,U1Ir2Ge2,1.1
2431,Ni0.03V0.97,2.11
2432,Ta4Pd3Te16,4.38
2433,La3Ni4Si4,0.48
2434,Nb50Ti5Zr45,10.2
2435,Ga0.15V2Al20,1.53
2436,Lu2Ir3Si4.5Ge0.5,5.2
2437,P1Rh1,1.22
2438,Pr0.7La0.3Os4Sb12,1.528
2439,Au1Sb2,0.29
2440,Pt0.02U0.98,0.87
2441,Sn0.85Ag0.15Te1,2.15
2442,Ba1Pb0.35Hg0.4Bi0.25O3,10.7
2443,U0.97Th0.03Be13,0.602666667
2444,La1Os2,7.575
2445,Ba0.8K0.2Bi0.3Pb0.7O3,7.2
2446,Nb0.76Pd0.24,1.9
2447,Ir2Lu1,2.47
2448,Ag0.95Sn1.05Se2,5.245
2449,Y0.75Tb0.25Ni2B2C1,10.02
2450,Ge2Hf1,2.2
2451,Mn0.14Ti0.86,2.55
2452,V0.745Sb0.208Al0.025,2.0
2453,Ag0.03Tl0.97,2.67
2454,Ba8Si43Ge3,7.1
2455,Lu0.55Er0.45Ru1B2,5.26
2456,Mo4P3,2.75
2457,Zr2Rh1H0.28,8.8
2458,Ce1Ru1.95Co0.05,2.4
2459,Th0.998U0.2,0.304
2460,In0.45Tl0.55,2.48
2461,La1.85Sr0.15Cu0.982Zn0.018O4,12.6
2462,Ba0.37K0.63Bi1O2.952,8.71
2463,Cr0.48V0.52,0.1
2464,Ho0.95Lu0.05Ni2B2C1,8.77
2465,Co0.5Ni0.5Ta2,0.91
2466,Th0.9La0.1Ru2,4.73
2467,Re0.9865Ru0.0135,1.937
2468,La1.85Sr0.11Ho0.04Cu1O4,12.8
2469,Rh0.04Sc0.05Ti0.91,1.3
2470,Gd1Mo6S8,1.6
2471,Nb27.5Ta27.5Rh45,3.965
2472,In0.7Sn0.3,7.3
2473,Y1Ni1.54Pd0.46B2C1,10.3
2474,Mo3S2Se2,3.3
2475,C22H14K2.9,7.0
2476,Cu1.6Mo6S8,11.3
2477,Pd2Tm1Pb1,2.1
2478,Pb0.975Tl0.0125Na0.0125Te1,1.71
2479,Ir0.49Mo0.51,1.81
2480,Fe0.98Zn0.02Se0.3Te0.7,12.0
2481,Fe2As2Ca4Al1.34Ti0.66O6,12.5
2482,Sr3Rh8B6,3.4
2483,Mo0.77Si0.23,1.7
2484,Ba1Pb0.9Bi0.1O3,2.91
2485,Bi0.54Cd0.2Sn0.26,3.69
2486,Y1Ba2Cu3O6.346,12.3
2487,Ba4Sr4Si46,5.3
2488,Cu0.1Ir1Te2,2.41
2489,Pb3Sr1,1.85
2490,Nb80Ga16Mn4,6.03
2491,Pd17Se15,1.1
2492,Bi0.5Pb0.25Sn0.25,8.5
2493,Ag0.002Al0.998,1.128
2494,Ce0.837Yb0.163Co1In5,1.4
2495,V3Ga0.1Sn0.9,3.8
2496,La1Bi1S2F0.7O0.3,7.86
2497,La1.64Eu0.2Sr0.16Cu1O4,10.0
2498,U1Pt2.994Pd0.006,0.41
2499,Cr0.06Mo0.94,0.71
2500,Tc0.75Ti0.25,5.1
2501,Ga6Tb1,2.5
2502,Y1Fe2Si2,2.9
2503,Hf0.661W0.339,2.51
2504,V3Ga0.999Zn0.001,10.2
2505,B1Mo1,0.25
2506,Ce0.2Nd0.8Bi1S2F0.7O0.3,4.31
2507,Fe1Se0.92,7.4
2508,Nd0.4Sm0.6Bi1S2F0.5O0.5,5.51
2509,Ti0.33Zr0.66,1.35
2510,Os0.05Zr0.95,5.38
2511,Co0.022Ru0.978,0.27
2512,Mn0.2Fe0.8Se0.85,11.1
2513,La1.07Pr0.85Sr0.08Cu1O4,9.0
2514,Lu2Ir3Si4Ge1,3.6
2515,Fe0.9Co0.1Se1,5.0
2516,Ir0.42Ta0.58,6.6
2517,Ce1Rh0.29Co0.71In5,1.56
2518,Dy1Rh2.4Ir1.6B4,3.83
2519,Lu1.96Sc0.04Ir3Si5,2.8
2520,Ce1Fe1As1F0.05O0.95,11.8
2521,La1.9Sr0.1Cu0.98Zn0.02O4,1.0
2522,Cd0.2Zn0.8,0.628
2523,Mo0.16U0.84,2.121
2524,Ti0.106V0.894,6.86
2525,Sr1Au1Si3,1.65
2526,Mo1Si0.7,1.34
2527,Zr55Cu25Nb5Al10Ni5,3.0
2528,Ga2Y1,1.68
2529,Sn0.8In0.2Te0.95Se0.05,3.3
2530,Mo0.81Pt0.19,4.53
2531,B2Nb0.83,9.77
2532,Ag0.167Al0.833,0.88
2533,Bi0.525Pb0.32Sn0.155,8.68
2534,La1.865Ba0.135Cu1O4,2.99
2535,Ag0.845Sn0.155,0.025
2536,B6Th1,0.37
2537,Fe1Se0.8,8.65
2538,Ga2Pt1,1.9
2539,Ba8Si38Al8,3.0
2540,Nb0.25V0.75N0.94,2.92
2541,Ba1Fe1.83Zn0.08Co0.09As2,7.54
2542,Pr0.102Th0.898,0.95
2543,Y1Ni1Ge3,0.46
2544,Ca1Al1.1Si0.9,6.63
2545,Ba1Fe1.2Ru0.8As2,5.02
2546,Th1U0.001,0.785
2547,Nb0.55V0.45,4.11
2548,Sb0.03V0.97,2.63
2549,Cu0.3Zn0.7Ir2S4,1.36
2550,Nb1.71V1.29Au1,1.6
2551,Ba1Ti2Sb1.8Sn0.2O1,2.2
2552,Lu1Rh2Sn1,2.9
2553,Mo0.15Pa0.85,3.08
2554,La0.7Pr0.3Pb3,0.37
2555,La0.967Pr0.033Tl3,1.16
2556,Mo0.913Ti0.037,2.95
2557,Ir0.7Rh0.3Te2,2.09
2558,Zr2Co0.3Ni0.7,1.87
2559,B2Nb0.4,6.57
2560,Sr1Pd1.94Co0.06Ge2,2.58
2561,Ni2.5Cu1.5Zr8,1.09
2562,Nb0.7Ti0.3,10.1
2563,La2.85Pr0.15Se4,4.81
2564,Pb1Ta1Se2,3.695
2565,Ba1Cu0.3Si1.7,3.0
2566,Sn99.2In0.4Sb0.4,3.669
2567,Na0.75Co0.995Ga0.005H2.6O3.3,2.99
2568,Lu5Ir4Si6Ge4,5.1
2569,V3Ga0.994Cd0.006,11.2
2570,Ir0.9W0.1,0.23
2571,Ba0.816K0.184Fe2As2,12.0
2572,Mo0.42Re0.58,7.375
2573,Cu0.82Ge0.18,0.13
2574,Ti0.588V0.392Ru0.02,6.58
2575,Ca1Al0.9Si1.1,5.57
2576,Si2Ta1,0.1725
2577,Bi0.025In0.975,4.07
2578,Ir1Zn2,0.78
2579,In0.95Pb0.05,3.685
2580,Hf1Nb1C1,7.5
2581,Pb1Te1,3.476666667
2582,U0.95Pd0.05,0.69
2583,U1Ni2Al3.02,1.135
2584,Os1Ta1,1.95
2585,Ca1Al0.1Ga0.9Si1,3.34
2586,Cu0.03Ta1S2,3.79
2587,Nb25Ti74Mo1,7.3
2588,In3Rh1,0.095
2589,Ti0.01V0.99,5.42
2590,Au0.978In0.022,0.0005
2591,Tm1Ni1.94Co0.12B2C1,5.9
2592,Fe1Te0.8S0.2,7.36625
2593,Mo0.815Re0.185,8.27
2594,Sr1Fe1.84Ni0.16As2,8.65
2595,Ce0.98La0.02Pt3Si1,0.03
2596,La3S4,6.725714286
2597,Ti0.64Ta0.075Nb0.285,8.73
2598,La1.69Nd0.2Ba0.11Cu1O4,8.2
2599,La0.7Th0.3Bi1S2O1,2.04
2600,La1.9Th0.1C1.35,12.7
2601,Nb0.2Ta0.8,4.64
2602,Au0.92Ga0.04In0.04,0.0682
2603,Au1Ta4.3,0.51
2604,C0.2N0.8Nb0.8V0.2,5.5
2605,Hg1Sm1Pb2,5.9
2606,Nd1.85Ce0.15Cu0.97Zn0.03O4,11.0
2607,Bi0.56Pb0.44,8.8
2608,W0.474O0.106C0.42,3.85
2609,La3Pd4Si4,2.065
2610,Bi0.045Sn0.955,3.88
2611,Lu0.9Dy0.1Ru1B2,7.34
2612,Os0.9Ru0.1,0.584
2613,B2.03Nb1,5.26
2614,Y1Cu2B2C1,10.0
2615,Pr1Ni0.79Bi1.98,4.2
2616,Mo0.2Nb0.608Pd0.192,1.34
2617,Cs0.3Mo1S2,6.55
2618,Cd0.17Tl0.83,2.3
2619,C2Mo1Re1,3.8
2620,Ga1Pt1,1.74
2621,H0.985Pd1,7.39
2622,V2.799Mo0.201Ga1,11.7
2623,Pb0.36Sn0.64,7.75
2624,D0.85Pd1,3.558
2625,Sr0.7Ba1.3Y1Cu2.8Al0.2O7.03,12.0
2626,La1Pt1.94Ge2.06,0.95
2627,Pd0.1Zr0.9,7.5
2628,Cu0.7Nb0.29Ta0.01,9.25
2629,Ba1Fe1.77Ni0.23As2,3.53
2630,H0.11S2Ta1,4.2
2631,Ta0.0082V0.9918,4.9
2632,Ho1Ni1.972Co0.056B2C1,2.4
2633,Pr0.8Sr0.2Fe0.95Co0.05As1O1,7.05
2634,Re0.98Rh0.02,2.014
2635,La1Ir2Zn20,0.59
2636,La2Cu0.97Zn0.03O4.1,7.3
2637,Mo6Se7.5Te0.5,6.69
2638,Ga0.1Nb1Se2,2.7
2639,V3Si0.6Al0.4,10.1
2640,Na0.25Co1H2.6O3.3,4.7
2641,La1Pt3Si1,0.3
2642,Cd1Hg1,1.306666667
2643,La3Co2Ru2Sn13,4.0
2644,La0.5Ce0.5Ru2,0.449
2645,Ag0.12In0.88,4.69
2646,H0.3Li1Nb1O2,5.5
2647,Ce3Pt1In11,0.32
2648,Ti45Nb40Si15,5.1
