,name,Tc
2020,Au1Pd1In1Y1,2.3
2021,C0.78N0.22Th1,5.6
2022,Ge0.937Te1,0.311
2023,Ba1Ni2Ge0.6P1.4,2.45
2024,Sc0.07V0.93,6.09
2025,Ba1Ag0.3Si1.7,3.2
2026,Pd0.95Ni0.05H0.86,1.49
2027,Ba0.825K0.175Fe2As2,10.0
2028,Nb78Ga18Mn4,5.97
2029,Yb3Rh4Sn13,7.833333333
2030,Pr0.8Nd0.2Os4Sb12,1.52
2031,Al0.05Au0.92In0.03,0.0672
2032,La2.9706Gd0.0294In1,6.0
2033,O0.95Ti1,0.8
2034,Ir1Nb1,7.9
2035,Li2Pt3B0.95Al0.05,2.12
2036,V3Ga0.7Sn0.3,7.2
2037,La0.1Nd0.9Pt2.1B2.4C1.2,3.45
2038,Ni31Zr69,2.44
2039,Th1Ir0.4Ru1.6,2.87
2040,Co0.6Rh0.4Zr2,8.0
2041,Au0.388Ga0.612,1.355
2042,Ba8Si40Ge6,6.0
2043,C3Na1,2.3
2044,In0.955Pb0.045,3.69
2045,Ce0.8Tb0.2Ru2,2.56
2046,Ir0.2Ru0.05Zr0.75,6.8
2047,Ir0.97Ta0.03,0.127
2048,Y2Pd0.8Pt0.2Ge3,2.62
2049,Pr0.9Nd0.1Os4Sb12,1.73
2050,La1Pt0.4Ni0.6Si1,1.945
2051,Sr1,3.5375
2052,Hg0.9In0.1,3.73
2053,Mo30Re70,7.62
2054,Gd1Ni0.72Bi1.91,4.2
2055,N0.8V1,4.54
2056,Nb0.88V0.12,5.7
2057,Cd0.86Mg0.14,0.145
2058,Nb0.68Zr0.32,10.05
2059,Bi1.5La4Sb1.5,0.158
2060,Cr0.72Ru0.28,3.468
2061,Ti1Ru1P1,1.315
2062,Sn0.97As0.022Te0.978,0.0332
2063,Ir1Th1,0.37
2064,Ti0.54V0.36Al0.1,3.44
2065,La1Ni1C2,2.89
2066,Os0.97Rh0.03,0.09
2067,Nb0.44Ti0.56,8.99
2068,In0.012Sn0.988,3.69
2069,Tm1Ni1.96Fe0.04B2C1,7.97
2070,Mo0.61Ru0.39,7.18
2071,Y1Ni1.9Fe0.1B2C1,8.2
2072,La1Fe0.98Co0.02As1F0.11O0.89,10.3
2073,Ce1Co0.8Ru0.2In5,2.18
2074,Ir0.54Os0.1Rh0.36,0.038
2075,La1Tl3,1.566666667
2076,U0.9981Th0.019Be13,0.573
2077,Ho0.85Lu0.15Ni2B2C1,8.72
2078,Co1Ti1,0.71
2079,Nb55Mo25Si20,5.3
2080,H0.827Pd1,1.449
2081,Tl0.26V6S8,0.74
2082,Ir0.455Nb0.455O0.09,9.2
2083,Y0.8Sc0.2Ru1B2,8.1
2084,Zr55Co30Al15,2.4
2085,Cs0.25W1O3,4.0
2086,Ta0.1V0.9,4.47
2087,Sc4.5Dy0.5Ir4Si10,6.95
2088,Rh0.005Ti0.995,1.295
2089,Ir0.6Os0.1Rh0.3,0.55
2090,Sn0.7598Pb0.1902In0.05Te1,2.77
2091,Mg0.8Zn0.2C1Ni3,2.82
2092,H0.61Nb0.76Pd0.24,3.38
2093,Gd0.9Pr0.95Ce0.15Cu1O4,0.001
2094,Ce0.85La0.15Co1In5,0.78
2095,Ce0.65Pr0.35Ru2,1.25
2096,Lu1.86Y0.14Fe3Si5,3.51
2097,Au1.8Pd0.2In1Y1,2.27
2098,Sn0.97As0.007Te0.993,0.038
2099,Nb0.984Ta0.016,8.76
2100,Ir0.9Ta0.1,0.067
2101,O0.14Rh0.287Ti0.573,3.37
2102,Sr1Pd1.93Pt0.07Ge2,3.24
2103,La0.9989Ce0.0011Pt1Si1,1.5
2104,Os2.76Re97.24,1.844
2105,Ta0.25V0.75,2.8
2106,Y1Ni1.86Co0.14B2C1,8.13
2107,Ir0.1Ti0.9,4.3
2108,Lu1.9Dy0.1Fe3Si5,3.77
2109,Pd2Y0.7Yb0.3Sn1,4.03
2110,Cu0.6Zn0.4Ir2S4,2.605
2111,Lu2Ir2.4Rh0.6Si5,2.5
2112,Au0.2Sn0.8,2.38
2113,Pr1.9Ce0.1Cu1O3.98,9.0
2114,Th1Rh0.85Si1.15,5.48
2115,Ca1Tl0.75Pb2.25,3.68
2116,Sr0.67Pt3B2,2.78
2117,U0.99Gd0.01Pd2Al3,1.16
2118,H0.05Nb0.95,7.83
2119,Re0.83Ru0.17,2.23
2120,La2.7Pr0.3Se4,3.36
2121,Nb5Si3,0.345
2122,Li0.98Fe1.02As1,4.61
2123,Ba0.95K0.05Ti2Sb2O1,4.25
2124,Ti0.91V0.09,6.3
2125,Mo0.7Nb0.3,0.016
2126,Ce1Co0.925Ni0.075In5,1.69
2127,Dy0.4Tm0.6Ni2B2C1,9.0
2128,Ir0.25W0.75,3.82
2129,Lu0.5Ho0.5Rh4B4,8.43
2130,Cu3Mo6S8,5.5
2131,Os0.232Re0.768,1.67
2132,U1Ni2Al3,1.021
2133,Ir0.036Ru0.964,0.41
2134,Pu1Rh1Ga5,7.283333333
2135,Pb0.5Yb0.5Mo6Se8,8.7
2136,Mo5P0.9B2.1,8.9
2137,Nb50.2Zr39.4Mo10.4,8.8
2138,Lu1.2Mo6S8,1.95
2139,Be0.8Os0.2,8.6
2140,Mo0.1633Ti0.8367,4.0
2141,Er1Ni1.96Fe0.04B2C0.99,7.35
2142,Y0.7Gd0.3Rh4B4,3.54
2143,Al0.03Au0.92In0.05,0.045
2144,Ho1Ir3.6Rh0.4B4,1.9
2145,Co0.007V0.993,4.52
2146,Li3Mo15Se19,3.5
2147,Mo6Se7.7S0.3,5.83
2148,Hg0.016In0.984,3.342
2149,Hf0.78W0.22,2.77
2150,Lu1Re2,1.7
2151,Pt3U1,0.523363636
2152,Nd1Bi1S2F0.3O0.74,3.51
2153,Ta1Se1.4Te0.6,2.05
2154,Au0.075Sb0.85Te0.075,4.5
2155,La1,5.343
2156,Be2Rh1,1.37
2157,Ba0.4K0.6Bi1O3,7.2
2158,Rh0.027Zr0.973,3.6
2159,Th0.998U0.002,0.761
2160,Ce1Ni1Ge3,0.455
2161,Co0.03V0.97,1.48
2162,Ta1Se1.7Te0.3,0.785
2163,Ni0.02V0.98,3.29
2164,U1Co1Ge0.96Si0.04,0.541
2165,Lu5Ir4Si9Ge1,6.38
2166,Mo0.3Nb0.1Re0.6,10.1
2167,Ca1Al1.4Si0.6,4.6
2168,Sn0.95In0.05Te1,1.273333333
2169,Zr0.8Mo0.2,4.64
2170,Ce0.91La0.09Ru2,5.91
2171,Nb25V10Ti65,8.0
2172,Sn0.8Ag0.2Te1,1.863333333
2173,Rh0.91Ti0.4W0.05,3.4
2174,Ca10Pt3.981Fe9.019As18,7.49
2175,Cr0.56Re0.44,5.1
2176,Fe1Se0.8Br0.2,5.0
2177,Lu2Ir3Si4.25Ge0.75,4.6
2178,Ba0.85Na0.15Ti2Sb2O1,5.11
2179,Cu1.75Co1.25S4,2.2
2180,Ag0.15Bi0.85,5.3
2181,Co0.5Mn0.5U6,2.55
2182,Yb1.2Mo6S8,8.6
2183,Ru2Zr1,2.053333333
2184,Rh0.8Y0.2,1.18
2185,H0.47Nb0.72Pd0.18W0.1,3.48
2186,Nb0.08Ta0.92,4.54
2187,Al1Nb2Ni1,4.2
2188,Lu2Ir2.91Rh0.09Si5,3.8
2189,Os0.15W0.85,2.2
2190,D0.966Pd1,8.25
2191,Pd29Zr71,2.49
2192,Lu4.5Ho0.5Ir4Si10,1.89
2193,Os0.34W0.66,3.81
2194,Ir0.75Os0.05Rh0.2,0.055
2195,Pb1S1Pb1Se1,4.59
2196,Mo6Se7.3S0.7,5.03
2197,Ir0.99Ta0.01,0.116
2198,Ce0.965La0.035Co1In5,1.84
2199,Pr1.8Ce0.2Cu1O4,3.0
2200,Pr1Th3.4Ru0.6B4,2.3
2201,Fe1.02Te0.5Se0.2S0.3,10.16
2202,Zn1,0.8508
2203,Ba8Si28Ge18,3.12
2204,Bi0.6Tl0.4,6.0
2205,Sr0.2Ta1S2,2.8
2206,Ni45Zr55,2.0
2207,Re0.8V0.2,6.2
2208,Y2Br1.5Cl0.5C2,4.4
2209,Au1Tl1,1.92
2210,Y2Pd0.6Pt0.4Ge3,2.46
2211,N0.34Re1,4.5
2212,Ti0.564V0.376Fe0.06,5.32
2213,Pb0.96Tl0.04,7.06
2214,Sn0.798Ge0.042In0.16Te1,2.36
2215,Ta1Ge2,2.3
2216,Cd2Re2O7.1,1.0
2217,Sr1Fe1.8Ni0.2As2,7.4
2218,La1Pd1Si3,2.625
2219,Lu1Rh1.2Sn4,4.0
2220,Sn0.97As0.015Te0.985,0.051
2221,Fe1Se0.94,8.545
2222,V0.736Sb0.037Al0.227,6.4
2223,La0.988Tb0.012Al2,0.94
2224,K0.85La0.15Bi1O3,10.25
2225,Bi1Pt1,1.21
2226,Nb1Si1As1,8.2
2227,Sn0.96In0.04Te1,1.22
2228,U0.9535Th0.0465Be13,0.415
2229,Y0.9La0.1B6,6.8
2230,La1Ir2Si2,1.198333333
2231,Nb0.05Rh0.04Ti0.91,2.4
2232,V50Ti40Zr10,5.5
2233,Re3W1,8.733333333
2234,La0.2Sm0.8Bi1S2F0.5O0.5,5.43
2235,Ti0.96V0.04,2.7
2236,La1Ru1.5Sn4.5,3.9
2237,B2Nb0.84,9.1
2238,As0.1P0.9,9.9
2239,H0.37Mo0.1Nb0.72Pd0.18,4.44
2240,Tl2Mo6Se6,4.575
2241,Pb0.18Sn0.74In0.08Te1,2.85
2242,Pd0.985Ni0.015H0.84,2.52
2243,Bi1Pd1Se1,1.0
2244,Rh0.015Ti0.985,1.6
2245,O0.86Ti1,0.47
2246,Ir2.5Sc1,2.46
2247,As2Te3,4.4
2248,Rh0.5Pd0.5Pb2,1.7
2249,Ce0.16La0.84,8.7
2250,Cu1Se2,2.22375
2251,Os3Th7,1.51
2252,Be1,3.1065
2253,Ir0.8Ru0.05Rh0.15,0.064
2254,Ce1Co0.95Ni0.05In5,1.86
2255,Ge3U5,0.99
2256,Sn0.174Ta0.826,6.5
2257,Pr1Fe1P1F0.1O0.9,2.34
2258,Sn0.576Pb0.384In0.04Te1,0.4
2259,Cr0.835Ir0.165,0.77
2260,Nb79.7Sn6.1Al2Ge12.2,7.15
2261,Ti0.18V0.72Al0.1,2.05
2262,Mg1C1Ni2.9Ru0.1,4.72
2263,Sr3Ir4Sn13,5.016666667
2264,La1Ru2Zn20,0.2
2265,U1Pt2.997Pd0.003,0.4785
2266,La1Tl2.19Pb0.81,1.37
2267,Pb0.99Tl0.005Na0.005Te1,1.61
2268,Ba1Fe1.866Pd0.134As2,7.16
2269,Cr0.476Mo0.524,0.045
2270,Cu0.1Sn0.9,6.8
2271,Be22Re0.95W0.05,9.45
2272,Ga2Ge2U1,0.87
2273,Au0.14Te0.86,1.7
2274,Sn1Fe0.05Mo6S8,7.05
2275,Sn3Yb1,3.6
2276,Y0.77Gd0.23Ni2B2C1,4.2
2277,Lu2Ir3Si4.95Ge0.05,6.75
2278,Sn0.92In0.08Te1,1.355
2279,Au0.976Pd0.024Ga2,1.56
2280,Nb0.35Zr0.65,9.45
2281,Bi0.06Pb0.95,7.35
2282,Lu0.8Er0.2Ru1B2,7.85
2283,Au0.91In0.09,0.0423
2284,La0.8Pr0.2Pb3,1.34
2285,U1Ir2Ge2,1.1
2286,Ni0.03V0.97,2.11
2287,Ta4Pd3Te16,4.38
2288,La3Ni4Si4,0.48
2289,Nb50Ti5Zr45,10.2
2290,Ga0.15V2Al20,1.53
2291,Lu2Ir3Si4.5Ge0.5,5.2
2292,P1Rh1,1.22
2293,Pr0.7La0.3Os4Sb12,1.528
2294,Au1Sb2,0.29
2295,Pt0.02U0.98,0.87
2296,Sn0.85Ag0.15Te1,2.15
2297,Ba1Pb0.35Hg0.4Bi0.25O3,10.7
2298,U0.97Th0.03Be13,0.602666667
2299,La1Os2,7.575
2300,Ba0.8K0.2Bi0.3Pb0.7O3,7.2
2301,Nb0.76Pd0.24,1.9
2302,Ir2Lu1,2.47
2303,Ag0.95Sn1.05Se2,5.245
2304,Y0.75Tb0.25Ni2B2C1,10.02
2305,Ge2Hf1,2.2
2306,Mn0.14Ti0.86,2.55
2307,V0.745Sb0.208Al0.025,2.0
2308,Ag0.03Tl0.97,2.67
2309,Ba8Si43Ge3,7.1
2310,Lu0.55Er0.45Ru1B2,5.26
2311,Mo4P3,2.75
2312,Zr2Rh1H0.28,8.8
2313,Ce1Ru1.95Co0.05,2.4
2314,Th0.998U0.2,0.304
2315,In0.45Tl0.55,2.48
2316,Ba0.37K0.63Bi1O2.952,8.71
2317,Cr0.48V0.52,0.1
2318,Ho0.95Lu0.05Ni2B2C1,8.77
2319,Co0.5Ni0.5Ta2,0.91
2320,Th0.9La0.1Ru2,4.73
2321,Re0.9865Ru0.0135,1.937
2322,Rh0.04Sc0.05Ti0.91,1.3
2323,Gd1Mo6S8,1.6
2324,Nb27.5Ta27.5Rh45,3.965
2325,In0.7Sn0.3,7.3
2326,Y1Ni1.54Pd0.46B2C1,10.3
2327,Mo3S2Se2,3.3
2328,C22H14K2.9,7.0
2329,Pd2Tm1Pb1,2.1
2330,Pb0.975Tl0.0125Na0.0125Te1,1.71
2331,Ir0.49Mo0.51,1.81
2332,Sr3Rh8B6,3.4
2333,Mo0.77Si0.23,1.7
2334,Ba1Pb0.9Bi0.1O3,2.91
2335,Bi0.54Cd0.2Sn0.26,3.69
2336,Ba4Sr4Si46,5.3
2337,Cu0.1Ir1Te2,2.41
2338,Pb3Sr1,1.85
2339,Nb80Ga16Mn4,6.03
2340,Pd17Se15,1.1
2341,Bi0.5Pb0.25Sn0.25,8.5
2342,Ag0.002Al0.998,1.128
2343,Ce0.837Yb0.163Co1In5,1.4
2344,V3Ga0.1Sn0.9,3.8
2345,La1Bi1S2F0.7O0.3,7.86
2346,La1.64Eu0.2Sr0.16Cu1O4,10.0
2347,U1Pt2.994Pd0.006,0.41
2348,Cr0.06Mo0.94,0.71
2349,Tc0.75Ti0.25,5.1
2350,Ga6Tb1,2.5
2351,Y1Fe2Si2,2.9
2352,Hf0.661W0.339,2.51
2353,V3Ga0.999Zn0.001,10.2
2354,B1Mo1,0.25
2355,Ce0.2Nd0.8Bi1S2F0.7O0.3,4.31
2356,Fe1Se0.92,7.4
2357,Nd0.4Sm0.6Bi1S2F0.5O0.5,5.51
2358,Ti0.33Zr0.66,1.35
2359,Os0.05Zr0.95,5.38
2360,Co0.022Ru0.978,0.27
2361,La1.07Pr0.85Sr0.08Cu1O4,9.0
2362,Lu2Ir3Si4Ge1,3.6
2363,Fe0.9Co0.1Se1,5.0
2364,Ir0.42Ta0.58,6.6
2365,Ce1Rh0.29Co0.71In5,1.56
2366,Dy1Rh2.4Ir1.6B4,3.83
2367,Lu1.96Sc0.04Ir3Si5,2.8
2368,La1.9Sr0.1Cu0.98Zn0.02O4,1.0
2369,Cd0.2Zn0.8,0.628
2370,Mo0.16U0.84,2.121
2371,Ti0.106V0.894,6.86
2372,Sr1Au1Si3,1.65
2373,Mo1Si0.7,1.34
2374,Zr55Cu25Nb5Al10Ni5,3.0
2375,Ga2Y1,1.68
2376,Sn0.8In0.2Te0.95Se0.05,3.3
2377,Mo0.81Pt0.19,4.53
2378,B2Nb0.83,9.77
2379,Ag0.167Al0.833,0.88
2380,Bi0.525Pb0.32Sn0.155,8.68
2381,La1.865Ba0.135Cu1O4,2.99
2382,Ag0.845Sn0.155,0.025
2383,B6Th1,0.37
2384,Fe1Se0.8,8.65
2385,Ga2Pt1,1.9
2386,Ba8Si38Al8,3.0
2387,Nb0.25V0.75N0.94,2.92
2388,Ba1Fe1.83Zn0.08Co0.09As2,7.54
2389,Pr0.102Th0.898,0.95
2390,Y1Ni1Ge3,0.46
2391,Ca1Al1.1Si0.9,6.63
2392,Ba1Fe1.2Ru0.8As2,5.02
2393,Th1U0.001,0.785
2394,Nb0.55V0.45,4.11
2395,Sb0.03V0.97,2.63
2396,Cu0.3Zn0.7Ir2S4,1.36
2397,Nb1.71V1.29Au1,1.6
2398,Ba1Ti2Sb1.8Sn0.2O1,2.2
2399,Lu1Rh2Sn1,2.9
2400,Mo0.15Pa0.85,3.08
2401,La0.7Pr0.3Pb3,0.37
2402,La0.967Pr0.033Tl3,1.16
2403,Mo0.913Ti0.037,2.95
2404,Ir0.7Rh0.3Te2,2.09
2405,Zr2Co0.3Ni0.7,1.87
2406,B2Nb0.4,6.57
2407,Sr1Pd1.94Co0.06Ge2,2.58
2408,Ni2.5Cu1.5Zr8,1.09
2409,Nb0.7Ti0.3,10.1
2410,La2.85Pr0.15Se4,4.81
2411,Pb1Ta1Se2,3.695
2412,Ba1Cu0.3Si1.7,3.0
2413,Sn99.2In0.4Sb0.4,3.669
2414,Na0.75Co0.995Ga0.005H2.6O3.3,2.99
2415,Lu5Ir4Si6Ge4,5.1
2416,Ir0.9W0.1,0.23
2417,Mo0.42Re0.58,7.375
2418,Cu0.82Ge0.18,0.13
2419,Ti0.588V0.392Ru0.02,6.58
2420,Ca1Al0.9Si1.1,5.57
2421,Si2Ta1,0.1725
2422,Bi0.025In0.975,4.07
2423,Ir1Zn2,0.78
2424,In0.95Pb0.05,3.685
2425,Hf1Nb1C1,7.5
2426,Pb1Te1,3.476666667
2427,U0.95Pd0.05,0.69
2428,U1Ni2Al3.02,1.135
2429,Os1Ta1,1.95
2430,Ca1Al0.1Ga0.9Si1,3.34
2431,Cu0.03Ta1S2,3.79
2432,Nb25Ti74Mo1,7.3
2433,In3Rh1,0.095
2434,Ti0.01V0.99,5.42
2435,Au0.978In0.022,0.0005
2436,Tm1Ni1.94Co0.12B2C1,5.9
2437,Fe1Te0.8S0.2,7.36625
2438,Mo0.815Re0.185,8.27
2439,Sr1Fe1.84Ni0.16As2,8.65
2440,Ce0.98La0.02Pt3Si1,0.03
2441,La3S4,6.725714286
2442,Ti0.64Ta0.075Nb0.285,8.73
2443,La1.69Nd0.2Ba0.11Cu1O4,8.2
2444,La0.7Th0.3Bi1S2O1,2.04
2445,Nb0.2Ta0.8,4.64
2446,Au0.92Ga0.04In0.04,0.0682
2447,Au1Ta4.3,0.51
2448,C0.2N0.8Nb0.8V0.2,5.5
2449,Hg1Sm1Pb2,5.9
2450,Bi0.56Pb0.44,8.8
2451,W0.474O0.106C0.42,3.85
2452,La3Pd4Si4,2.065
2453,Bi0.045Sn0.955,3.88
2454,Lu0.9Dy0.1Ru1B2,7.34
2455,Os0.9Ru0.1,0.584
2456,B2.03Nb1,5.26
2457,Y1Cu2B2C1,10.0
2458,Pr1Ni0.79Bi1.98,4.2
2459,Mo0.2Nb0.608Pd0.192,1.34
2460,Cs0.3Mo1S2,6.55
2461,Cd0.17Tl0.83,2.3
2462,C2Mo1Re1,3.8
2463,Ga1Pt1,1.74
2464,H0.985Pd1,7.39
2465,Pb0.36Sn0.64,7.75
2466,D0.85Pd1,3.558
2467,La1Pt1.94Ge2.06,0.95
2468,Pd0.1Zr0.9,7.5
2469,Cu0.7Nb0.29Ta0.01,9.25
2470,Ba1Fe1.77Ni0.23As2,3.53
2471,H0.11S2Ta1,4.2
2472,Ta0.0082V0.9918,4.9
2473,Ho1Ni1.972Co0.056B2C1,2.4
2474,Pr0.8Sr0.2Fe0.95Co0.05As1O1,7.05
2475,Re0.98Rh0.02,2.014
2476,La1Ir2Zn20,0.59
2477,La2Cu0.97Zn0.03O4.1,7.3
2478,Mo6Se7.5Te0.5,6.69
2479,Ga0.1Nb1Se2,2.7
2480,V3Si0.6Al0.4,10.1
2481,Na0.25Co1H2.6O3.3,4.7
2482,La1Pt3Si1,0.3
2483,Cd1Hg1,1.306666667
2484,La3Co2Ru2Sn13,4.0
2485,La0.5Ce0.5Ru2,0.449
2486,Ag0.12In0.88,4.69
2487,H0.3Li1Nb1O2,5.5
2488,Ce3Pt1In11,0.32
2489,Ti45Nb40Si15,5.1
2490,Sr0.57Eu0.43Fe1.76Co0.24As2,8.78
2491,Rh0.6Ru0.4Se2,0.18
2492,Lu1Ni1B0.95C0.95,2.5
2493,Al0.72Nb3.28,6.2
2494,La3In0.7Al0.3,9.42
2495,La3Co4Sn12.35In0.65,5.1
2496,Nb0.05Re0.75Ta0.2,9.8
2497,Ag0.625Al0.375,0.106
2498,Sn0.6723Pb0.1677In0.16Te1,3.11
2499,K1V6S8,0.71
2500,Hf0.96Rh0.04,2.34
2501,Yb1Ga1.15Si0.85,2.6
2502,Be40Zr60,2.1
2503,La0.7Y0.3,1.85
2504,La6Ni2Sn1,2.25
2505,Ti0.3Zr0.7,1.36
2506,Ag1In2,2.35
2507,Ba1Rh2P2,1.0
2508,Y3Os4Ge13,3.9
2509,Ta1S0.4Se1.6,3.04
2510,Ba0.47K0.53Bi0.995Pr0.005O3,9.0
2511,La0.8Th0.2Bi1S2O1,2.046
2512,Ba1Fe1.678Ru0.322As2,9.31
2513,Fe0.043Ru0.957,0.018
2514,Na2Cs0.75C60,7.0
2515,Re0.5W0.5,6.61
2516,Sn0.704Pb0.176In0.12Te1,2.98
2517,In0.01Pb0.99,7.173
2518,V3Si0.25Ga0.75,8.1
2519,Cr0.65Ir0.35,0.59
2520,W7Re13B1,7.1
2521,Fe1Te0.9S0.1,10.0
2522,Ge0.27V0.73,6.6
2523,Th0.9La0.9Ru2,3.05
2524,Ir0.75Os0.25,0.4
2525,Ce0.6Nd0.4F0.7Bi1S2O0.7,3.25
2526,Ba1Au0.3Si1.7,3.2
2527,Th1Ir1Si1,6.5
2528,Ge0.95Te1,0.246
2529,La1Bi1S2F0.9O0.54,4.55
2530,La2.95Ce0.05Ni2B2N2.7,10.2
2531,Y3Os8B6,5.8
2532,Au0.84In0.16,0.035
2533,Fe1Se0.85,9.62
2534,Ca0.4Ba1.35La1.25Cu3O6.9,5.0
2535,Fe1Se0.779Te0.041,8.12
2536,Ba6C60,7.0
2537,Ba1Ni2As1.902P0.098,0.763
2538,Si2Sr1,1.55
2539,Ho1Rh3.72Ru0.28B4,6.42
2540,La0.96Nd0.04,1.705
2541,Be13Ga1,5.6
2542,Zr33.3V45.5Nb21.12,4.36
2543,Li2Pd2.85Ni0.15B1,7.663333333
2544,Sm1.295Gd0.555Ce0.15Cu1O4,8.5
2545,Co0.05Rh0.04Ti0.91,4.0
2546,Nb80Ga13Co7,7.92
2547,N1Nb0.9V0.1,6.6
2548,Ca1Si1.9,1.35
2549,Hf1V2.3,9.2
2550,Ba1Fe1.945Ni0.055As2,7.4
2551,Cu0.05Ir1Te2,2.84
2552,Nb0.9Mo2.1Al1,2.73
2553,Si1Ta1,4.28
2554,Nd1Bi0.98Pb0.02S2F0.3O0.7,5.17
2555,Be9.8Re0.02,9.5
2556,Nd0.6Sm0.4F0.3Bi1S2O0.5,5.52
2557,Re0.9993Mo0.0007,1.694
2558,Sr2Ru0.99875Ti0.00125O4,0.46
2559,Be13U1,0.917754545
2560,Th1Rh4B4,4.448
2561,In0.05Sn0.95Te1.01,1.43
2562,Mo0.97Fe0.03Ga4,5.13
2563,Rh3Th7,2.15
2564,Bi0.8Sn0.2,7.3
2565,Ag0.795Sn0.205,0.09
2566,B1Re2,3.7
2567,Gd0.75Nd1.1Ce0.15Cu1O4,10.1
2568,K0.42W1O3,1.34
2569,La1S1,0.84
2570,La1Ni1As1F0.1O0.9,3.9
2571,Pb1Sb1,4.05
2572,C60Sr4,4.4
2573,Mo7Re13B1,8.3
2574,Ir0.845Ru0.155,0.11
2575,Sc1C0.75Ge0.02,8.5
2576,In0.06Pb0.94,7.061
2577,Os0.74W0.26,4.4
2578,La0.8Sr0.2Ni1As1O1,3.5
2579,La0.85Th0.15Bi1S2O1,2.85
2580,Re0.994W0.006,1.84
2581,Os0.002Re0.998,1.71
2582,Ir0.95Pt0.05Te2,2.683333333
2583,Mo0.62Os0.38,5.65
2584,Re1Ta1,0.65
2585,Ba2Bi2.75Sb0.25,4.46
2586,Rh15Ir2S15,3.5
2587,Hg3Mg1,0.48
2588,La1.821Ce0.179Cu1O4,7.225
2589,Cr3Ir1,0.256
2590,H0.54Nb0.65Pd0.35,1.67
2591,Ru0.4Rh0.6P1,1.27
2592,Cr1,1.55
2593,Ir3Te8,1.8
2594,H0.1Ta1S2,3.9
2595,Ir0.91Pd0.09,0.047
2596,Ba6Ge25,0.24
2597,Hf1Ir1Si1,3.5
2598,D0.77Pd1,1.449
2599,Mo3Sb7,2.97
2600,Ba0.7Rb0.3Ti2Sb2O1,5.93
2601,Th1.2Sc0.8C3,7.1
2602,C0.1N0.9Nb1,8.5
2603,Cu30Sn70,4.91
2604,Cu1.2Rh1.8S4,5.08
2605,Ni2Zr0.7Nb0.3Ga1,2.3
2606,La0.9Pr0.1Pt2.1B2.4C1.2,9.0
2607,Sr0.925Ba0.075Ti1O3,0.5
2608,Pt5Th1,3.13
2609,Na2K1C60,2.5
2610,In4Sb1Te3,1.4
2611,Cu1Ir1.8Pt0.2Se4,1.06
2612,Ni2Zr1Ga1,2.87
2613,Cu0.08Ta1S2,3.45
2614,Y1In2.25Pb0.75,0.6
2615,Nb0.5V1.5Zr1,4.3
2616,Ti0.85V0.15,1.95
2617,Nb0.79Si0.21,9.3
2618,Ce1Cu2Si1.96Ge0.04,0.385
2619,Cs0.19W1O3,6.7
2620,Zr1Hf1As1,3.2
2621,La1Bi1S1.4Se0.6F0.5O0.5,3.0
2622,Mo1.7Ta0.3B1C1,4.6
2623,Ce1.01Pt3Si1,0.75
2624,Sn0.949In0.051Te1,1.653
2625,Y0.65La0.35B6,4.0
2626,Li0.62Rb1Ca2Nb3O10,2.705
2627,Pd50.49V0.51Sb49,0.5
2628,Ba8Si46,8.1425
2629,Nb25Ti50Ta25,8.6
2630,Ce0.985La0.015Pt3Si1,0.15
2631,Nb0.58Ta0.42,6.54
2632,Ta0.15Zr0.85,4.29
2633,Ru0.4V0.6,1.0
2634,La1.475Nd0.4Ba0.125Cu1O4,7.5
2635,O0.92Ti1,0.72
2636,La0.9911Tb0.0089Al2,1.425
2637,Ag1Sn1Se1.8S0.2,5.79
2638,Ir0.9Pd0.1,0.032
2639,Nb0.75Ti0.25,10.02
2640,Pd0.02Ir1Te2,2.15
2641,La98Lu0.877Tb1.123,1.602
2642,Ti0.576V0.384Fe0.04,6.08
2643,In0.961Pb0.039,3.64
2644,Be22Re1,9.51
2645,U0.99Th0.01Be13,0.624
2646,Tm5Ir4Si10,0.95
2647,Ce0.9Yb0.1Co1In5,1.78
2648,Eu3Bi2S4F4,1.425
2649,Ce1Co2,1.1125
2650,Pb1Te1Sn1Te1,2.97
2651,Ce1Ir1In5,0.770428571
2652,Mo0.25Nb0.75,3.47
2653,Ho1.1Ir4B3.6,2.12
2654,La0.35Y0.65,0.4
2655,Ti60Nb25Si15,4.8
2656,Re6Zr1,7.05
2657,Mo0.8Nb0.2,0.095
2658,Lu1Pt2Si2,1.9
2659,Nb0.67Pb1S3Ta0.33,2.01
2660,Co0.5Rh0.5Si2,2.25
2661,Ba0.5K0.5Fe1.7Ni0.3As2,5.1
2662,Bi2Sr2Ca0.4Y0.6Cu2O8,9.0
2663,Th1Ru3Si2,3.98
2664,Lu1Sn1Ge1,0.57
2665,Sn0.98Te1,0.092
2666,Mg1Zn1,0.925
2667,Y2I0.75Br1.25C2,7.0
2668,Pr0.86Ce0.14Pt4Ge12,3.43
2669,Mo3.29Zr96.71,2.12
2670,Sr1Pt1Ge3,1.0
2671,O3Sr0.08W1,3.0
2672,La3Sb3Y1,0.13
2673,La1Ru3Si2,7.316
2674,Bi0.15In0.85,5.3
2675,Au0.05Zr0.95,1.79
2676,Sn0.5In0.5Te1,4.4
2677,Sm1Fe0.9Ni0.1As1F0.12O0.88,5.6
2678,Ta0.8W0.2C1,9.92
2679,Mg1C0.885B0.04Ni3,6.97
